lab4.cpp
lab4.err
lab4.out
lab4.sh
t v x
x=0.5
1.72 -0.488267 -0.00319363
1.722 -0.486847 -0.00417016
1.724 -0.485124 -0.00514385
1.726 -0.483096 -0.0061141
1.728 -0.480761 -0.00708029
1.73 -0.478117 -0.00804181
1.732 -0.475165 -0.00899805
1.734 -0.471903 -0.00994838
1.736 -0.468331 -0.0108922
1.738 -0.464447 -0.0118288
1.74 -0.460253 -0.0127577
1.742 -0.455749 -0.0136782
1.744 -0.450934 -0.0145897
1.746 -0.445811 -0.0154916
1.748 -0.440379 -0.0163832
1.75 -0.43464 -0.017264
1.752 -0.428597 -0.0181333
1.754 -0.42225 -0.0189905
1.756 -0.415603 -0.019835
1.758 -0.408657 -0.0206662
1.76 -0.401417 -0.0214835
1.762 -0.393884 -0.0222863
1.764 -0.386063 -0.0230741
1.766 -0.377958 -0.0238462
1.768 -0.369573 -0.0246021
1.77 -0.360912 -0.0253413
1.772 -0.351981 -0.0260631
1.774 -0.342784 -0.0267671
1.776 -0.333327 -0.0274526
1.778 -0.323616 -0.0281193
1.78 -0.313658 -0.0287665
1.782 -0.303458 -0.0293938
1.784 -0.293024 -0.0300008
1.786 -0.282363 -0.0305868
1.788 -0.271481 -0.0311515
1.79 -0.260388 -0.0316945
1.792 -0.249091 -0.0322153
1.794 -0.237598 -0.0327134
1.796 -0.225917 -0.0331886
1.798 -0.214059 -0.0336405
1.8 -0.202031 -0.0340686
1.802 -0.189843 -0.0344727
1.804 -0.177504 -0.0348523
1.806 -0.165025 -0.0352073
1.808 -0.152416 -0.0355374
1.81 -0.139685 -0.0358422
1.812 -0.126845 -0.0361216
1.814 -0.113904 -0.0363753
1.816 -0.100875 -0.0366031
1.818 -0.0877672 -0.0368049
1.82 -0.0745919 -0.0369804
1.822 -0.06136 -0.0371296
1.824 -0.0480826 -0.0372523
1.826 -0.0347708 -0.0373485
1.828 -0.0214358 -0.037418
1.83 -0.00808871 -0.0374609
1.832 0.00525925 -0.037477
1.834 0.0185969 -0.0374665
1.836 0.031913 -0.0374293
1.838 0.0451965 -0.0373655
1.84 0.0584362 -0.0372751
1.842 0.0716212 -0.0371582
1.844 0.0847406 -0.037015
1.846 0.0977834 -0.0368455
1.848 0.110739 -0.03665
1.85 0.123597 -0.0364285
1.852 0.136347 -0.0361813
1.854 0.148978 -0.0359086
1.856 0.161481 -0.0356106
1.858 0.173846 -0.0352877
1.86 0.186062 -0.03494
1.862 0.198121 -0.0345679
1.864 0.210013 -0.0341716
1.866 0.22173 -0.0337516
1.868 0.233262 -0.0333081
1.87 0.244601 -0.0328416
1.872 0.255739 -0.0323524
1.874 0.266668 -0.0318409
1.876 0.27738 -0.0313076
1.878 0.287869 -0.0307528
1.88 0.298126 -0.0301771
1.882 0.308145 -0.0295808
1.884 0.317921 -0.0289645
1.886 0.327446 -0.0283287
1.888 0.336715 -0.0276738
1.89 0.345722 -0.0270004
1.892 0.354463 -0.0263089
1.894 0.362932 -0.0256
1.896 0.371125 -0.0248742
1.898 0.379038 -0.0241319
1.9 0.386667 -0.0233738
1.902 0.394008 -0.0226005
1.904 0.401059 -0.0218125
1.906 0.407816 -0.0210104
1.908 0.414277 -0.0201947
1.91 0.420439 -0.0193662
1.912 0.426301 -0.0185253
1.914 0.431861 -0.0176727
1.916 0.437118 -0.016809
1.918 0.44207 -0.0159347
1.92 0.446716 -0.0150506
1.922 0.451057 -0.0141572
1.924 0.455093 -0.013255
1.926 0.458822 -0.0123449
1.928 0.462245 -0.0114272
1.93 0.465364 -0.0105027
1.932 0.468178 -0.009572
1.934 0.470689 -0.00863565
1.936 0.472898 -0.00769427
1.938 0.474806 -0.00674847
1.94 0.476415 -0.00579886
1.942 0.477728 -0.00484603
1.944 0.478746 -0.00389057
1.946 0.47947 -0.00293308
1.948 0.479905 -0.00197414
1.95 0.480052 -0.00101433
1.952 0.479915 -5.42271e-05
1.954 0.479495 0.000905603
1.956 0.478797 0.00186459
1.958 0.477823 0.00282219
1.96 0.476577 0.00377783
1.962 0.475062 0.00473099
1.964 0.473281 0.00568111
1.966 0.471239 0.00662767
1.968 0.46894 0.00757015
1.97 0.466386 0.00850803
1.972 0.463582 0.0094408
1.974 0.460532 0.010368
1.976 0.45724 0.011289
1.978 0.45371 0.0122035
1.98 0.449947 0.0131109
1.982 0.445955 0.0140108
1.984 0.441737 0.0149027
1.986 0.437299 0.0157862
1.988 0.432644 0.0166608
1.99 0.427777 0.0175261
1.992 0.422703 0.0183816
1.994 0.417426 0.0192271
1.996 0.41195 0.0200619
1.998 0.40628 0.0208858
2 0.400421 0.0216984
2.002 0.394377 0.0224992
2.004 0.388151 0.023288
2.006 0.38175 0.0240643
2.008 0.375177 0.0248278
2.01 0.368437 0.0255781
2.012 0.361535 0.026315
2.014 0.354474 0.0270381
2.016 0.347259 0.027747
2.018 0.339895 0.0284415
2.02 0.332386 0.0291213
2.022 0.324736 0.0297861
2.024 0.31695 0.0304356
2.026 0.309033 0.0310695
2.028 0.300987 0.0316875
2.03 0.292819 0.0322895
2.032 0.284531 0.0328751
2.034 0.276129 0.0334442
2.036 0.267616 0.0339965
2.038 0.258997 0.0345317
2.04 0.250275 0.0350497
2.042 0.241456 0.0355502
2.044 0.232542 0.0360332
2.046 0.223539 0.0364982
2.048 0.21445 0.0369453
2.05 0.205278 0.0373742
2.052 0.196029 0.0377848
2.054 0.186706 0.0381768
2.056 0.177314 0.0385502
2.058 0.167855 0.0389049
2.06 0.158334 0.0392406
2.062 0.148755 0.0395572
2.064 0.139121 0.0398548
2.066 0.129437 0.040133
2.068 0.119706 0.0403919
2.07 0.109933 0.0406313
2.072 0.10012 0.0408512
2.074 0.0902716 0.0410514
2.076 0.0803917 0.0412319
2.078 0.0704839 0.0413927
2.08 0.060552 0.0415337
2.082 0.0505996 0.0416548
2.084 0.0406304 0.041756
2.086 0.0306482 0.0418373
2.088 0.0206567 0.0418985
2.09 0.0106595 0.0419399
2.092 0.00066029 0.0419612
2.094 -0.00933718 0.0419625
2.096 -0.0193293 0.0419438
2.098 -0.0293123 0.0419052
2.1 -0.0392825 0.0418465
2.102 -0.0492362 0.041768
2.104 -0.0591698 0.0416695
2.106 -0.0690795 0.0415512
2.108 -0.0789617 0.041413
2.11 -0.0888125 0.0412551
2.112 -0.0986283 0.0410775
2.114 -0.108405 0.0408802
2.116 -0.11814 0.0406634
2.118 -0.127828 0.0404271
2.12 -0.137466 0.0401715
2.122 -0.14705 0.0398965
2.124 -0.156576 0.0396024
2.126 -0.166041 0.0392893
2.128 -0.17544 0.0389572
2.13 -0.184769 0.0386063
2.132 -0.194026 0.0382368
2.134 -0.203205 0.0378487
2.136 -0.212303 0.0374423
2.138 -0.221316 0.0370177
2.14 -0.23024 0.0365751
2.142 -0.23907 0.0361146
2.144 -0.247803 0.0356365
2.146 -0.256435 0.0351408
2.148 -0.264962 0.034628
2.15 -0.273378 0.0340981
2.152 -0.281682 0.0335513
2.154 -0.289867 0.0329879
2.156 -0.29793 0.0324082
2.158 -0.305867 0.0318123
2.16 -0.313673 0.0312006
2.162 -0.321344 0.0305733
2.164 -0.328877 0.0299306
2.166 -0.336266 0.0292728
2.168 -0.343507 0.0286003
2.17 -0.350596 0.0279133
2.172 -0.357528 0.0272121
2.174 -0.3643 0.026497
2.176 -0.370907 0.0257684
2.178 -0.377344 0.0250266
2.18 -0.383607 0.0242719
2.182 -0.389692 0.0235047
2.184 -0.395594 0.0227253
2.186 -0.401309 0.0219341
2.188 -0.406833 0.0211315
2.19 -0.412161 0.0203179
2.192 -0.417289 0.0194935
2.194 -0.422212 0.018659
2.196 -0.426927 0.0178145
2.198 -0.431429 0.0169607
2.2 -0.435713 0.0160978
2.202 -0.439776 0.0152264
2.204 -0.443614 0.0143468
2.206 -0.447221 0.0134596
2.208 -0.450596 0.0125652
2.21 -0.453732 0.011664
2.212 -0.456627 0.0107565
2.214 -0.459276 0.00984326
2.216 -0.461676 0.00892471
2.218 -0.463823 0.00800136
2.22 -0.465714 0.00707371
2.222 -0.467345 0.00614228
2.224 -0.468713 0.00520759
2.226 -0.469813 0.00427016
2.228 -0.470645 0.00333054
2.23 -0.471203 0.00238925
2.232 -0.471486 0.00144684
2.234 -0.47149 0.000503871
2.236 -0.471214 -0.00043911
2.238 -0.470654 -0.00138154
2.24 -0.469808 -0.00232285
2.242 -0.468675 -0.00326246
2.244 -0.467253 -0.00419981
2.246 -0.465539 -0.00513432
2.248 -0.463532 -0.0060654
2.25 -0.461231 -0.00699246
2.252 -0.458635 -0.00791492
2.254 -0.455744 -0.00883219
2.256 -0.452555 -0.00974368
2.258 -0.44907 -0.0106488
2.26 -0.445287 -0.0115469
2.262 -0.441208 -0.0124375
2.264 -0.436832 -0.0133199
2.266 -0.43216 -0.0141936
2.268 -0.427192 -0.0150579
2.27 -0.421931 -0.0159123
2.272 -0.416377 -0.0167561
2.274 -0.410533 -0.0175889
2.276 -0.4044 -0.01841
2.278 -0.397981 -0.0192188
2.28 -0.391277 -0.0200147
2.282 -0.384293 -0.0207973
2.284 -0.377032 -0.0215659
2.286 -0.369496 -0.0223199
2.288 -0.36169 -0.0230589
2.29 -0.353618 -0.0237823
2.292 -0.345285 -0.0244895
2.294 -0.336694 -0.0251801
2.296 -0.327852 -0.0258535
2.298 -0.318763 -0.0265092
2.3 -0.309434 -0.0271467
2.302 -0.29987 -0.0277656
2.304 -0.290077 -0.0283653
2.306 -0.280062 -0.0289455
2.308 -0.269832 -0.0295056
2.31 -0.259394 -0.0300453
2.312 -0.248756 -0.0305641
2.314 -0.237924 -0.0310616
2.316 -0.226907 -0.0315374
2.318 -0.215714 -0.0319912
2.32 -0.204352 -0.0324227
2.322 -0.19283 -0.0328314
2.324 -0.181157 -0.033217
2.326 -0.169342 -0.0335794
2.328 -0.157395 -0.033918
2.33 -0.145324 -0.0342328
2.332 -0.133139 -0.0345235
2.334 -0.120851 -0.0347898
2.336 -0.108469 -0.0350315
2.338 -0.0960024 -0.0352484
2.34 -0.0834626 -0.0354404
2.342 -0.0708593 -0.0356073
2.344 -0.058203 -0.035749
2.346 -0.045504 -0.0358654
2.348 -0.032773 -0.0359565
2.35 -0.0200203 -0.036022
2.352 -0.0072567 -0.036062
2.354 0.00550734 -0.0360766
2.356 0.0182612 -0.0360655
2.358 0.0309944 -0.036029
2.36 0.0436963 -0.035967
2.362 0.0563565 -0.0358796
2.364 0.0689646 -0.0357669
2.366 0.0815103 -0.035629
2.368 0.0939832 -0.035466
2.37 0.106373 -0.035278
2.372 0.118671 -0.0350653
2.374 0.130866 -0.0348279
2.376 0.142948 -0.0345662
2.378 0.154909 -0.0342803
2.38 0.166738 -0.0339705
2.382 0.178427 -0.033637
2.384 0.189966 -0.0332801
2.386 0.201348 -0.0329002
2.388 0.212563 -0.0324975
2.39 0.223603 -0.0320724
2.392 0.234459 -0.0316252
2.394 0.245126 -0.0311563
2.396 0.255593 -0.030666
2.398 0.265856 -0.0301548
2.4 0.275905 -0.0296231
2.402 0.285736 -0.0290713
2.404 0.29534 -0.0284998
2.406 0.304713 -0.0279092
2.408 0.313848 -0.0272997
2.41 0.32274 -0.026672
2.412 0.331383 -0.0260266
2.414 0.339773 -0.0253638
2.416 0.347904 -0.0246842
2.418 0.355773 -0.0239884
2.42 0.363376 -0.0232769
2.422 0.370708 -0.0225501
2.424 0.377767 -0.0218087
2.426 0.384548 -0.0210532
2.428 0.39105 -0.0202841
2.43 0.39727 -0.019502
2.432 0.403205 -0.0187074
2.434 0.408854 -0.017901
2.436 0.414215 -0.0170833
2.438 0.419286 -0.0162549
2.44 0.424067 -0.0154163
2.442 0.428556 -0.0145682
2.444 0.432753 -0.0137111
2.446 0.436657 -0.0128456
2.448 0.440269 -0.0119723
2.45 0.443589 -0.0110917
2.452 0.446617 -0.0102045
2.454 0.449353 -0.00931131
2.456 0.451799 -0.0084126
2.458 0.453956 -0.007509
2.46 0.455824 -0.00660109
2.462 0.457406 -0.00568944
2.464 0.458703 -0.00477463
2.466 0.459717 -0.00385722
2.468 0.460449 -0.00293779
2.47 0.460903 -0.00201689
2.472 0.461081 -0.00109509
2.474 0.460985 -0.000172924
2.476 0.460617 0.000749045
2.478 0.459981 0.00167028
2.48 0.45908 0.00259024
2.482 0.457916 0.0035084
2.484 0.456493 0.00442423
2.486 0.454814 0.00533722
2.488 0.452883 0.00624685
2.49 0.450703 0.00715261
2.492 0.448278 0.00805402
2.494 0.445611 0.00895057
2.496 0.442706 0.00984179
2.498 0.439567 0.0107272
2.5 0.436198 0.0116063
2.502 0.432603 0.0124787
2.504 0.428786 0.0133439
2.506 0.424751 0.0142015
2.508 0.420501 0.015051
2.51 0.416042 0.015892
2.512 0.411378 0.0167241
2.514 0.406512 0.0175469
2.516 0.401449 0.0183599
2.518 0.396193 0.0191628
2.52 0.390748 0.0199552
2.522 0.385119 0.0207367
2.524 0.37931 0.0215069
2.526 0.373325 0.0222655
2.528 0.367169 0.0230122
2.53 0.360846 0.0237465
2.532 0.354359 0.0244682
2.534 0.347715 0.0251769
2.536 0.340916 0.0258723
2.538 0.333967 0.0265542
2.54 0.326872 0.0272221
2.542 0.319636 0.0278759
2.544 0.312262 0.0285151
2.546 0.304756 0.0291396
2.548 0.29712 0.0297492
2.55 0.28936 0.0303434
2.552 0.28148 0.0309221
2.554 0.273483 0.0314851
2.556 0.265374 0.032032
2.558 0.257157 0.0325628
2.56 0.248836 0.0330771
2.562 0.240415 0.0335748
2.564 0.231898 0.0340556
2.566 0.223289 0.0345194
2.568 0.214592 0.034966
2.57 0.205811 0.0353952
2.572 0.19695 0.0358068
2.574 0.188013 0.0362007
2.576 0.179004 0.0365767
2.578 0.169926 0.0369347
2.58 0.160784 0.0372746
2.582 0.151581 0.0375962
2.584 0.142321 0.0378993
2.586 0.133008 0.038184
2.588 0.123645 0.03845
2.59 0.114237 0.0386973
2.592 0.104787 0.0389257
2.594 0.0952996 0.0391353
2.596 0.0857772 0.0393259
2.598 0.0762242 0.0394975
2.6 0.0666442 0.0396499
2.602 0.0570409 0.0397832
2.604 0.0474179 0.0398973
2.606 0.0377789 0.0399921
2.608 0.0281276 0.0400677
2.61 0.0184676 0.0401239
2.612 0.00880262 0.0401609
2.614 -0.000863781 0.0401785
2.616 -0.0105279 0.0401767
2.618 -0.0201862 0.0401557
2.62 -0.0298349 0.0401153
2.622 -0.0394704 0.0400556
2.624 -0.049089 0.0399767
2.626 -0.0586872 0.0398785
2.628 -0.0682612 0.0397612
2.63 -0.0778073 0.0396246
2.632 -0.0873219 0.039469
2.634 -0.0968013 0.0392944
2.636 -0.106242 0.0391008
2.638 -0.11564 0.0388883
2.64 -0.124991 0.038657
2.642 -0.134293 0.038407
2.644 -0.14354 0.0381384
2.646 -0.15273 0.0378514
2.648 -0.161859 0.0375459
2.65 -0.170922 0.0372222
2.652 -0.179916 0.0368803
2.654 -0.188838 0.0365205
2.656 -0.197682 0.0361428
2.658 -0.206446 0.0357475
2.66 -0.215126 0.0353346
2.662 -0.223717 0.0349043
2.664 -0.232215 0.0344569
2.666 -0.240617 0.0339925
2.668 -0.248919 0.0335112
2.67 -0.257117 0.0330134
2.672 -0.265206 0.0324992
2.674 -0.273182 0.0319687
2.676 -0.281043 0.0314224
2.678 -0.288782 0.0308603
2.68 -0.296397 0.0302827
2.682 -0.303883 0.0296899
2.684 -0.311236 0.0290822
2.686 -0.318452 0.0284597
2.688 -0.325527 0.0278228
2.69 -0.332456 0.0271717
2.692 -0.339236 0.0265068
2.694 -0.345862 0.0258284
2.696 -0.35233 0.0251366
2.698 -0.358636 0.024432
2.7 -0.364775 0.0237147
2.702 -0.370744 0.0229851
2.704 -0.376538 0.0222437
2.706 -0.382152 0.0214906
2.708 -0.387584 0.0207263
2.71 -0.392829 0.0199511
2.712 -0.397882 0.0191655
2.714 -0.402739 0.0183697
2.716 -0.407397 0.0175642
2.718 -0.411851 0.0167494
2.72 -0.416097 0.0159257
2.722 -0.420131 0.0150935
2.724 -0.42395 0.0142533
2.726 -0.427549 0.0134054
2.728 -0.430924 0.0125503
2.73 -0.434072 0.0116884
2.732 -0.436989 0.0108203
2.734 -0.439672 0.00994629
2.736 -0.442116 0.00906695
2.738 -0.444318 0.00818272
2.74 -0.446276 0.00729408
2.742 -0.447984 0.00640153
2.744 -0.449442 0.00550556
2.746 -0.450644 0.00460668
2.748 -0.451588 0.00370539
2.75 -0.452272 0.00280221
2.752 -0.452693 0.00189767
2.754 -0.452847 0.000992281
2.756 -0.452733 8.65867e-05
2.758 -0.452349 -0.00081888
2.76 -0.451691 -0.00172358
2.762 -0.450759 -0.00262696
2.764 -0.44955 -0.00352848
2.766 -0.448062 -0.00442758
2.768 -0.446295 -0.0053237
2.77 -0.444247 -0.00621629
2.772 -0.441916 -0.00710478
2.774 -0.439303 -0.00798862
2.776 -0.436406 -0.00886722
2.778 -0.433225 -0.00974003
2.78 -0.429761 -0.0106065
2.782 -0.426012 -0.011466
2.784 -0.421979 -0.012318
2.786 -0.417663 -0.013162
2.788 -0.413064 -0.0139973
2.79 -0.408185 -0.0148234
2.792 -0.403025 -0.0156398
2.794 -0.397586 -0.0164459
2.796 -0.391871 -0.017241
2.798 -0.385882 -0.0180248
2.8 -0.37962 -0.0187965
2.802 -0.373089 -0.0195558
2.804 -0.366291 -0.020302
2.806 -0.35923 -0.0210345
2.808 -0.351909 -0.021753
2.81 -0.344333 -0.0224568
2.812 -0.336505 -0.0231455
2.814 -0.328429 -0.0238185
2.816 -0.32011 -0.0244754
2.818 -0.311554 -0.0251156
2.82 -0.302765 -0.0257387
2.822 -0.293749 -0.0263442
2.824 -0.284512 -0.0269317
2.826 -0.27506 -0.0275007
2.828 -0.2654 -0.0280509
2.83 -0.255537 -0.0285817
2.832 -0.245478 -0.0290927
2.834 -0.235232 -0.0295837
2.836 -0.224805 -0.0300541
2.838 -0.214204 -0.0305038
2.84 -0.203438 -0.0309322
2.842 -0.192515 -0.031339
2.844 -0.181443 -0.0317241
2.846 -0.17023 -0.032087
2.848 -0.158885 -0.0324274
2.85 -0.147417 -0.0327452
2.852 -0.135835 -0.03304
2.854 -0.124148 -0.0333117
2.856 -0.112365 -0.03356
2.858 -0.100496 -0.0337847
2.86 -0.08855 -0.0339857
2.862 -0.0765372 -0.0341628
2.864 -0.0644671 -0.0343159
2.866 -0.0523496 -0.0344448
2.868 -0.0401944 -0.0345495
2.87 -0.0280116 -0.0346299
2.872 -0.0158112 -0.0346859
2.874 -0.00360304 -0.0347175
2.876 0.00860273 -0.0347248
2.878 0.0207962 -0.0347075
2.88 0.0329673 -0.034666
2.882 0.0451062 -0.0346
2.884 0.0572029 -0.0345098
2.886 0.0692477 -0.0343954
2.888 0.0812308 -0.0342569
2.89 0.0931425 -0.0340944
2.892 0.104973 -0.0339082
2.894 0.116714 -0.0336982
2.896 0.128355 -0.0334648
2.898 0.139887 -0.0332081
2.9 0.151301 -0.0329283
2.902 0.162589 -0.0326257
2.904 0.173742 -0.0323005
2.906 0.184751 -0.031953
2.908 0.195608 -0.0315835
2.91 0.206305 -0.0311923
2.912 0.216834 -0.0307797
2.914 0.227188 -0.030346
2.916 0.237359 -0.0298917
2.918 0.24734 -0.029417
2.92 0.257124 -0.0289223
2.922 0.266705 -0.028408
2.924 0.276077 -0.0278746
2.926 0.285232 -0.0273225
2.928 0.294166 -0.026752
2.93 0.302873 -0.0261637
2.932 0.311348 -0.0255579
2.934 0.319585 -0.0249352
2.936 0.32758 -0.0242961
2.938 0.335328 -0.0236409
2.94 0.342826 -0.0229702
2.942 0.350069 -0.0222846
2.944 0.357054 -0.0215844
2.946 0.363778 -0.0208703
2.948 0.370237 -0.0201428
2.95 0.37643 -0.0194023
2.952 0.382353 -0.0186494
2.954 0.388004 -0.0178847
2.956 0.393381 -0.0171087
2.958 0.398484 -0.016322
2.96 0.403309 -0.015525
2.962 0.407857 -0.0147184
2.964 0.412127 -0.0139027
2.966 0.416117 -0.0130784
2.968 0.419827 -0.0122462
2.97 0.423258 -0.0114065
2.972 0.426409 -0.01056
2.974 0.429281 -0.0097072
2.976 0.431874 -0.00884864
2.978 0.43419 -0.00798489
2.98 0.436228 -0.00711651
2.982 0.43799 -0.00624405
2.984 0.439478 -0.00536807
2.986 0.440692 -0.00448912
2.988 0.441636 -0.00360773
2.99 0.44231 -0.00272446
2.992 0.442717 -0.00183984
2.994 0.442858 -0.000954406
2.996 0.442737 -6.86896e-05
2.998 0.442356 0.000816784
3 0.441716 0.0017015
3.002 0.440822 0.00258493
3.004 0.439676 0.00346657
3.006 0.438281 0.00434592
3.008 0.43664 0.00522249
3.01 0.434756 0.00609577
3.012 0.432633 0.00696528
3.014 0.430274 0.00783054
3.016 0.427682 0.00869109
3.018 0.424861 0.00954646
3.02 0.421815 0.0103962
3.022 0.418548 0.0112398
3.024 0.415062 0.0120769
3.026 0.411362 0.012907
3.028 0.407452 0.0137298
3.03 0.403336 0.0145447
3.032 0.399017 0.0153513
3.034 0.3945 0.0161494
3.036 0.389788 0.0169384
3.038 0.384886 0.0177179
3.04 0.379798 0.0184877
3.042 0.374527 0.0192473
3.044 0.369078 0.0199964
3.046 0.363455 0.0207345
3.048 0.357663 0.0214614
3.05 0.351704 0.0221768
3.052 0.345584 0.0228802
3.054 0.339306 0.0235713
3.056 0.332875 0.0242499
3.058 0.326294 0.0249157
3.06 0.319568 0.0255683
3.062 0.312701 0.0262074
3.064 0.305698 0.0268328
3.066 0.298561 0.0274442
3.068 0.291295 0.0280413
3.07 0.283905 0.0286239
3.072 0.276394 0.0291917
3.074 0.268766 0.0297445
3.076 0.261026 0.0302821
3.078 0.253177 0.0308041
3.08 0.245223 0.0313105
3.082 0.237169 0.0318009
3.084 0.229018 0.0322752
3.086 0.220773 0.0327333
3.088 0.21244 0.0331748
3.09 0.204022 0.0335997
3.092 0.195523 0.0340078
3.094 0.186947 0.0343988
3.096 0.178296 0.0347727
3.098 0.169576 0.0351293
3.1 0.160791 0.0354684
3.102 0.151943 0.03579
3.104 0.143036 0.0360939
3.106 0.134075 0.03638
3.108 0.125063 0.0366481
3.11 0.116004 0.0368983
3.112 0.106901 0.0371303
3.114 0.0977584 0.0373441
3.116 0.0885796 0.0375396
3.118 0.0793681 0.0377167
3.12 0.0701278 0.0378755
3.122 0.0608622 0.0380157
3.124 0.051575 0.0381375
3.126 0.0422698 0.0382406
3.128 0.0329501 0.0383251
3.13 0.0236196 0.038391
3.132 0.014282 0.0384383
3.134 0.00494076 0.0384668
3.136 -0.00440047 0.0384767
3.138 -0.0137381 0.0384679
3.14 -0.0230685 0.0384405
3.142 -0.0323882 0.0383943
3.144 -0.0416934 0.0383295
3.146 -0.0509806 0.0382462
3.148 -0.0602462 0.0381442
3.15 -0.0694866 0.0380237
3.152 -0.0786981 0.0378847
3.154 -0.0878771 0.0377273
3.156 -0.09702 0.0375516
3.158 -0.106123 0.0373575
3.16 -0.115183 0.0371453
3.162 -0.124195 0.0369149
3.164 -0.133157 0.0366665
3.166 -0.142064 0.0364002
3.168 -0.150913 0.0361161
3.17 -0.1597 0.0358143
3.172 -0.168421 0.0354949
3.174 -0.177073 0.035158
3.176 -0.185652 0.0348039
3.178 -0.194154 0.0344326
3.18 -0.202574 0.0340443
3.182 -0.210911 0.0336391
3.184 -0.219158 0.0332173
3.186 -0.227314 0.032779
3.188 -0.235373 0.0323244
3.19 -0.243332 0.0318536
3.192 -0.251187 0.0313669
3.194 -0.258934 0.0308646
3.196 -0.266569 0.0303467
3.198 -0.274088 0.0298136
3.2 -0.281487 0.0292654
3.202 -0.288763 0.0287024
3.204 -0.295911 0.0281249
3.206 -0.302927 0.0275331
3.208 -0.309807 0.0269272
3.21 -0.316547 0.0263076
3.212 -0.323144 0.0256745
3.214 -0.329592 0.0250282
3.216 -0.335889 0.024369
3.218 -0.34203 0.0236973
3.22 -0.34801 0.0230132
3.222 -0.353827 0.0223172
3.224 -0.359475 0.0216095
3.226 -0.364952 0.0208906
3.228 -0.370252 0.0201607
3.23 -0.375373 0.0194202
3.232 -0.380309 0.0186694
3.234 -0.385058 0.0179088
3.236 -0.389614 0.0171387
3.238 -0.393975 0.0163595
3.24 -0.398136 0.0155715
3.242 -0.402094 0.0147752
3.244 -0.405845 0.013971
3.246 -0.409385 0.0131594
3.248 -0.41271 0.0123406
3.25 -0.415818 0.0115152
3.252 -0.418703 0.0106835
3.254 -0.421364 0.00984612
3.256 -0.423796 0.00900339
3.258 -0.425996 0.0081558
3.26 -0.427961 0.00730381
3.262 -0.429688 0.00644789
3.264 -0.431174 0.00558851
3.266 -0.432415 0.00472616
3.268 -0.43341 0.00386133
3.27 -0.434155 0.00299451
3.272 -0.434647 0.0021262
3.274 -0.434885 0.00125691
3.276 -0.434866 0.00038714
3.278 -0.434588 -0.000482592
3.28 -0.434048 -0.00135177
3.282 -0.433245 -0.00221986
3.284 -0.432178 -0.00308635
3.286 -0.430844 -0.00395071
3.288 -0.429242 -0.0048124
3.29 -0.427372 -0.00567088
3.292 -0.425232 -0.00652562
3.294 -0.422821 -0.00737609
3.296 -0.420138 -0.00822173
3.298 -0.417185 -0.00906201
3.3 -0.413959 -0.00989638
3.302 -0.410462 -0.0107243
3.304 -0.406693 -0.0115452
3.306 -0.402653 -0.0123586
3.308 -0.398343 -0.0131639
3.31 -0.393764 -0.0139606
3.312 -0.388917 -0.0147481
3.314 -0.383803 -0.015526
3.316 -0.378425 -0.0162936
3.318 -0.372784 -0.0170504
3.32 -0.366882 -0.017796
3.322 -0.360722 -0.0185297
3.324 -0.354307 -0.0192512
3.326 -0.34764 -0.0199598
3.328 -0.340724 -0.0206551
3.33 -0.333563 -0.0213365
3.332 -0.32616 -0.0220037
3.334 -0.318519 -0.022656
3.336 -0.310646 -0.023293
3.338 -0.302545 -0.0239143
3.34 -0.29422 -0.0245194
3.342 -0.285676 -0.0251078
3.344 -0.27692 -0.0256792
3.346 -0.267957 -0.026233
3.348 -0.258793 -0.0267689
3.35 -0.249433 -0.0272865
3.352 -0.239886 -0.0277854
3.354 -0.230156 -0.0282652
3.356 -0.220251 -0.0287255
3.358 -0.210178 -0.029166
3.36 -0.199945 -0.0295863
3.362 -0.189559 -0.0299862
3.364 -0.179028 -0.0303653
3.366 -0.16836 -0.0307234
3.368 -0.157562 -0.0310601
3.37 -0.146643 -0.0313752
3.372 -0.135612 -0.0316685
3.374 -0.124478 -0.0319398
3.376 -0.113248 -0.0321887
3.378 -0.101932 -0.0324152
3.38 -0.0905387 -0.0326191
3.382 -0.0790774 -0.0328001
3.384 -0.0675573 -0.0329583
3.386 -0.0559875 -0.0330934
3.388 -0.0443773 -0.0332054
3.39 -0.0327362 -0.0332941
3.392 -0.0210736 -0.0333596
3.394 -0.00939895 -0.0334018
3.396 0.00227834 -0.0334206
3.398 0.0139488 -0.033416
3.4 0.0256029 -0.0333881
3.402 0.0372313 -0.0333369
3.404 0.0488247 -0.0332624
3.406 0.0603736 -0.0331648
3.408 0.0718688 -0.033044
3.41 0.0833011 -0.0329003
3.412 0.0946615 -0.0327337
3.414 0.105941 -0.0325444
3.416 0.117131 -0.0323325
3.418 0.128222 -0.0320982
3.42 0.139206 -0.0318418
3.422 0.150074 -0.0315634
3.424 0.160819 -0.0312632
3.426 0.171431 -0.0309416
3.428 0.181904 -0.0305987
3.43 0.192229 -0.0302349
3.432 0.202398 -0.0298505
3.434 0.212405 -0.0294457
3.436 0.222243 -0.0290209
3.438 0.231904 -0.0285764
3.44 0.241381 -0.0281126
3.442 0.250669 -0.0276298
3.444 0.259761 -0.0271285
3.446 0.268651 -0.0266089
3.448 0.277333 -0.0260716
3.45 0.285803 -0.025517
3.452 0.294054 -0.0249454
3.454 0.302082 -0.0243573
3.456 0.309882 -0.0237531
